27/7/2010,00:00:00,227379.1269
27/7/2010,00:00:10,227380.6907
27/7/2010,00:00:20,227382.0953
27/7/2010,00:00:30,227383.3412
27/7/2010,00:00:40,227384.4289
27/7/2010,00:00:50,227385.359
27/7/2010,00:01:00,227386.1321
27/7/2010,00:01:10,227386.7486
27/7/2010,00:01:20,227387.2091
27/7/2010,00:01:30,227387.5139
27/7/2010,00:01:40,227387.6636
27/7/2010,00:01:50,227387.6584
27/7/2010,00:02:00,227387.4988
27/7/2010,00:02:10,227387.1852
27/7/2010,00:02:20,227386.7178
27/7/2010,00:02:30,227386.0972
27/7/2010,00:02:40,227385.3236
27/7/2010,00:02:50,227384.3974
27/7/2010,00:03:00,227383.3189
27/7/2010,00:03:10,227382.0885
27/7/2010,00:03:20,227380.7064
27/7/2010,00:03:30,227379.1731
27/7/2010,00:03:40,227377.4889
27/7/2010,00:03:50,227375.6541
27/7/2010,00:04:00,227373.6692
27/7/2010,00:04:10,227371.5347
27/7/2010,00:04:20,227369.2507
27/7/2010,00:04:30,227366.8179
27/7/2010,00:04:40,227364.2365
27/7/2010,00:04:50,227361.5068
27/7/2010,00:05:00,227358.6292
27/7/2010,00:05:10,227355.604
27/7/2010,00:05:20,227352.4314
27/7/2010,00:05:30,227349.1117
27/7/2010,00:05:40,227345.6452
27/7/2010,00:05:50,227342.0322
27/7/2010,00:06:00,227338.2731
27/7/2010,00:06:10,227334.3683
27/7/2010,00:06:20,227330.3182
27/7/2010,00:06:30,227326.1232
27/7/2010,00:06:40,227321.7837
27/7/2010,00:06:50,227317.2998
27/7/2010,00:07:00,227312.6717
27/7/2010,00:07:10,227307.8996
27/7/2010,00:07:20,227302.9837
27/7/2010,00:07:30,227297.9241
27/7/2010,00:07:40,227292.7208
27/7/2010,00:07:50,227287.3743
27/7/2010,00:08:00,227281.8846
27/7/2010,00:08:10,227276.252
27/7/2010,00:08:20,227270.4769
27/7/2010,00:08:30,227264.5593
27/7/2010,00:08:40,227258.4995
27/7/2010,00:08:50,227252.2977
27/7/2010,00:09:00,227245.954
27/7/2010,00:09:10,227239.4685
27/7/2010,00:09:20,227232.8416
27/7/2010,00:09:30,227226.0732
27/7/2010,00:09:40,227219.1636
27/7/2010,00:09:50,227212.1128
27/7/2010,00:10:00,227204.9209
27/7/2010,00:10:10,227197.588
27/7/2010,00:10:20,227190.114
27/7/2010,00:10:30,227182.4992
27/7/2010,00:10:40,227174.7437
27/7/2010,00:10:50,227166.8476
27/7/2010,00:11:00,227158.8112
27/7/2010,00:11:10,227150.6345
27/7/2010,00:11:20,227142.3179
27/7/2010,00:11:30,227133.8616
27/7/2010,00:11:40,227125.2659
27/7/2010,00:11:50,227116.5312
27/7/2010,00:12:00,227107.6581
27/7/2010,00:12:10,227098.6469
27/7/2010,00:12:20,227089.4982
27/7/2010,00:12:30,227080.2123
27/7/2010,00:12:40,227070.7898
27/7/2010,00:12:50,227061.2308
27/7/2010,00:13:00,227051.5356
27/7/2010,00:13:10,227041.7045
27/7/2010,00:13:20,227031.7377
27/7/2010,00:13:30,227021.6355
27/7/2010,00:13:40,227011.398
27/7/2010,00:13:50,227001.0255
27/7/2010,00:14:00,226990.5183
27/7/2010,00:14:10,226979.8769
27/7/2010,00:14:20,226969.1022
27/7/2010,00:14:30,226958.1948
27/7/2010,00:14:40,226947.1556
27/7/2010,00:14:50,226935.9851
27/7/2010,00:15:00,226924.6837
27/7/2010,00:15:10,226913.2515
27/7/2010,00:15:20,226901.6886
27/7/2010,00:15:30,226889.9956
27/7/2010,00:15:40,226878.1729
27/7/2010,00:15:50,226866.2213
27/7/2010,00:16:00,226854.1416
27/7/2010,00:16:10,226841.9349
27/7/2010,00:16:20,226829.602
27/7/2010,00:16:30,226817.1439
27/7/2010,00:16:40,226804.5615
27/7/2010,00:16:50,226791.8556
27/7/2010,00:17:00,226779.0273
27/7/2010,00:17:10,226766.0771
27/7/2010,00:17:20,226753.0061
27/7/2010,00:17:30,226739.8148
27/7/2010,00:17:40,226726.5041
27/7/2010,00:17:50,226713.0747
27/7/2010,00:18:00,226699.5272
27/7/2010,00:18:10,226685.8622
27/7/2010,00:18:20,226672.0805
27/7/2010,00:18:30,226658.1825
27/7/2010,00:18:40,226644.1691
27/7/2010,00:18:50,226630.041
27/7/2010,00:19:00,226615.799
27/7/2010,00:19:10,226601.4438
27/7/2010,00:19:20,226586.9766
27/7/2010,00:19:30,226572.3983
27/7/2010,00:19:40,226557.7098
27/7/2010,00:19:50,226542.9121
27/7/2010,00:20:00,226528.0062
27/7/2010,00:20:10,226512.993
27/7/2010,00:20:20,226497.8734
27/7/2010,00:20:30,226482.6484
27/7/2010,00:20:40,226467.3191
27/7/2010,00:20:50,226451.8867
27/7/2010,00:21:00,226436.3524
27/7/2010,00:21:10,226420.7176
27/7/2010,00:21:20,226404.9834
27/7/2010,00:21:30,226389.1513
